ID;iata;icao;airportDescription;location;country
52c75b14-3c8d-4054-8748-f00eaba3e287;ENO;SGEN;Quiteria;Encarnacion;Paraguay
d1ba65ae-abde-4084-8848-e576d5091930;ENS;EHTW;Enschede Airport Twente;Enschede;Netherlands
2ac18047-a45d-43d1-a022-26a4b9ccba65;ENT;PKMA;Enewetak Aux Af;Enewetak Atoll;Marshall Islands
a481658e-5e0f-4de5-9882-115d0167df20;ENU;DNEN;Enugu;Enugu;Nigeria
8c08a64f-8651-4c3a-9de4-e8bf52f206ba;ENY;ZLYA;Yan'an Airport;Yan'an;China - Peoples Republic
d583d8e7-7399-4b27-9a82-3f1e70943224;EOH;SKMD;Olaya Herrera;Medellin;Colombia
2c2986d8-aa27-42e9-9452-acf15b39b8f5;EOR;SVED;El Dorado;El Dorado;Venezuela
2ebe6570-f319-434b-b137-933906e563d7;EOZ;SVEZ;Elorza;Elorza;Venezuela
c8799fe9-2c42-48c3-8071-6ba064773018;EPA;OEPA;Qaisumah Domestic Airport;Qaisumah;Saudi Arabia
b110775b-6c16-45db-9b4c-e24a4001540a;EPL;LFSG;Epinal - Mirecourt Airport;Epinal;France
64542a86-72a3-4fd1-8f63-70afc587d043;EPR;YESP;Esperance Airport;Esperance;Australia
6c60726c-9a54-4a95-afa8-81ee243f8a22;EPS;MDPO;El Portillo Airport;Samana;Dominican Republic
299407d9-a6fa-4d95-b395-ffb090ad2ddc;EPU;EEPU;Parnu Airport;Parnu;Estonia
9892963a-ea8e-4d9c-90e2-60ccac973698;EQS;SAVE;Esquel Airport;Esquel;Argentina
5e22ca47-1e72-436a-b76a-964f1f8ae155;ERA;HCMU;Erigavo;Erigavo;Somalia
f94d99d0-1147-4ce7-8db0-8179a15a88cf;ERC;LTCD;Erzincan Airport;Erzincan;Turkey
9a28dceb-0a36-4893-9d86-46b097c5d7bb;ERF;EDDE;Erfurt;Erfurt;Germany
f0e85f78-29b8-4eda-9c02-1ada5b5af05a;ERH;GMFK;Moulay Ali Cherif;Er Rachidia;Morocco
d0de6504-c7d7-46bd-9571-a6050b4bcd33;ERI;KERI;Erie Intl Airport (Tom Ridge Field);Erie, Pennsylvania;USA
61130544-105c-4de1-a3c6-64b2b795d531;ERS;FYWE;Eros;Windhoek;Namibia
3a03d060-f725-47a9-9f72-3efbfda0e6d9;ERZ;LTCE;Erzurum Airport;Erzurum;Turkey
04de4cbb-bab3-440e-ae5f-f6bdce8f2c44;ESB;LTAC;Ankara Esenboga Intl Airport;Ankara;Turkey
34c4af06-720c-4407-be4f-c6b01e8d868b;ESH;OESH;Sharorah Domestic Airport;Sharorah;Saudi Arabia
d0da2470-c492-4952-8067-cfddd7be3b1b;ESH;EGKA;Shoreham Airport;Shoreham-by-Sea;United Kingdom
5652eb0e-3250-44b6-90fe-5bf80b02ac53;ESM;SETN;General Rivadeneira;Tachina;Ecuador
e2e2bd6e-b1ee-405c-ac9b-a8b73cdb0803;ESR;SCES;El Salvador Bajo;El Salvador;Chile
4c8fc49d-1722-4f39-878b-750989982ca6;ESS;EDLE;Flughafen Essen - Mulheim;Essen;Germany
b7d8cf40-2e7c-4d34-af99-8a79fdbe9ec9;ETE;HAMM;Metema;Metema;Ethiopia
fee19634-630f-41d4-8cd7-ccb0f6bccb03;ETH;LLET;Eilat Airport (J. Hozman Airport);Eilat;Israel
18071c9e-ff16-4487-bf80-f8fafd4ab5e6;ETZ;LFJL;Metz-Nancy-Lorraine Airport;Metz (Goin);France
56b7c494-7c1f-4a00-be87-0aad4404b4d6;EUG;KEUG;Eugene Airport (Mahlon Sweet Field);Eugene, Oregon;USA
597c098a-b53e-495f-8302-a01da9497699;EUQ;RPVS;Evelio Javier Airport (Antique Airport);San Jose;Philippines
55d56025-72b0-4382-b2d6-aea9cc771177;EUX;TNCE;F.D. Roosevelt Airport;Sint Eustatius;Netherlands Antilles
f40cabee-e6bb-49ed-ac28-cb8523a8f75b;EVE;ENEV;Harstad-Narvik Airport;Evenes;Norway
b18f858d-6ad1-4a03-9546-a7e7fcc38d08;EVG;ESND;Sveg;Sveg;Sweden
8ad73b01-6081-4c93-885a-444d51261220;EVN;UGEE;Zvartnots;Yerevan;Armenia
e604b4f1-84fe-4eab-b288-ef6494b8b9ea;EVV;KEVV;Evansville Regional Airport;Evansville , Indiana;USA
74c101b1-9c8e-4e5f-b4d3-0c628c53a994;EVX;LFOE;Evreux - Fauville Airport;Evreux;France
9970a05e-6b22-42b3-a7de-8c2f2c24133a;EWB;KEWB;New Bedford Regional Airport;New Bedford, Massachusetts;USA
b6a42d49-88e9-4eea-a514-15578917bb52;EWD;OEWD;Wadi al-Dawasir Domestic Airport;Wadi al-Dawasir;Saudi Arabia
043fe09e-0e56-4c20-b36f-cebf42bef64f;EWN;KEWN;Craven County Regional Airport;New Bern, North Carolina;USA
d8ddb967-1d66-41bb-9445-c4439a20d2c6;EWO;FCOE;Ewo;Ewo;Congo, Republic of
ed326cf3-9358-4027-8d78-99e4909d62c8;EWR;KEWR;Newark Liberty Intl Airport;Newark, New Jersey;USA
543700b8-ec54-40ed-befd-09a13d779571;EXT;EGTE;Exeter Intl Airport;Exeter;United Kingdom
1460d242-5e1e-49ee-8437-0821b688c88c;EYL;GAYE;Yelimane;Yelimane;Mali
adaf74cc-da0d-4068-adfb-86d310464522;EYP;SKYP;El Yopal;El Yopal;Colombia
0253d912-411f-4554-a4f3-a1608dc4f11a;EYS;HKES;Eliye Springs;Eliye Springs;Kenya
b7a4468f-9317-4607-9aa6-b2db697f4efe;EYW;KEYW;Key West Intl Airport;Key West, Florida;USA
d5f12c04-4720-48b6-9380-488a701afd01;EZE;SAEZ;Ezeiza Intl Airport;Ezeiza;Argentina
fb21273e-dd8d-4f7f-b86c-c7f1f34040af;EZS;LTCA;Elazig Airport;Elazig;Turkey
0d4bbbf3-4315-458e-b5a5-fac32108b2a8;FAA;GUFH;Badala;Faranah;Guinea
8a777555-d99d-4668-b906-97d6bac45619;FAB;EGLF;Farnborough Airfield;Farnborough;United Kingdom
c1e29ffa-1203-43f8-bb1e-39130e5b5ed5;FAE;EKVG;Vagar Airprot;FAROE;Faroe Islands (Denmark)
7d56d18f-6230-48dc-b640-cd6d05cef323;FAH;OAFR;Farah;Farah;Afghanistan
abb894ec-075b-4761-a756-11cad71fb409;FAI;PAFA;Fairbanks Intl Airport;Fairbanks, Alaska;USA
73788188-2b32-4a18-acb1-ca31856e2a72;FAJ;TJFA;Diego Jimenez Torres Airport;Fajardo;Puerto Rico
31264cbe-3cfe-4159-ab8e-8b6e6f856603;FAN;ENLI;Farsund Airport;Farsund;Norway
3b8f7af3-0c56-4305-83f0-3319d91e7618;FAO;LPFR;Faro Airport;Faro;Portugal
0197b74c-c1d8-499c-a273-0f699c84f935;FAR;KFAR;Hector Intl Airport;Fargo, North Dakota;USA
6638b68f-0812-4cd1-92b1-71d5731fe8c0;FAT;KFAT;Fresno Yosemite Intl Airport;Fresno, California;USA
e01e2780-e74b-42e8-bbc9-1eff7c2ef471;FAY;KFAY;Fayetteville Regional Airport (Grannis Field);Fayetteville, North Carolina;USA
7b8130a1-9317-4f18-84a7-a69b1fd255d3;FBD;OAFZ;Faizabad;Faizabad;Afghanistan
f7de2647-6c2b-4e46-bdac-369ccea69f88;FBM;FZQA;Lubumbashi Intl;Lubumbashi;Congo, Democratic Republic of the
ea1bb506-f83b-488e-8373-7372b193e06c;FCB;FAFB;Sentra Oes;Ficksburg;South Africa
7af64b38-6aba-4e3a-85f1-53b5a44943ec;FCN;ETMN;Flughafen Cuxhaven - Nordholz (Sea - Airport);Nordholz;Germany
462568eb-2665-4a4f-a4e8-f10debb8cf16;FCO;LIRF;Fiumicino (Leonardo Da Vinci Intl Airport);Rome;Italy
c00b0782-3c93-49b0-8b52-c3e0eaeff66c;FDE;ENBL;F;Forde;Norway
27cc2a2c-760f-41fd-9ae7-a6a0514ea6f6;FDF;TFFF;Le Lamentin;Ft De France;Martinique - French Antilles
aebdf6cf-ab5c-49b9-a67f-e1444364a555;FDH;EDNY;Friedrichshafen;Friedrichshafen;Germany
b439ae86-2254-43e2-89e7-bfdfc088a91f;FDO;SADF;San Fernando Airport;San Fernando;Argentina
948a9805-5938-417b-9f4e-1e19bf0cbb02;FDU;FZBO;Bandundu;Bandundu;Congo, Democratic Republic of the
4c74247d-eb11-4c0a-b9e8-564c3028c923;FEB;VNSR;Sanfebagar;Sanfebagar;Nepal
081cbb9e-cfc8-45ca-bb30-deb4fa512492;FEK;DIFK;Ferkessedougou;Ferkessedougou;Ivory Coast
dcaf886b-b86d-43ee-8198-ff6b9f773a69;FER;HKFG;Ferguson's Gulf;Kalokol;Kenya
1b020949-c6ee-4382-a578-9fbc77319c7d;FEZ;GMFF;Saiss;Fes;Morocco
63daf88f-47d9-47eb-938d-952c81017d36;FFU;SCFT;Futaleufu;Futaleufu;Chile
0936a8b7-e779-48b9-8013-944d0e4b76d8;FGD;GQPF;F'derik;F'derik;Mauritania
fb22a789-b6ed-4b47-aad6-9ae9c93df167;FHR;KFHR;Friday Harbor Airport;Friday Harbor, Washington;USA
558b65e0-867a-4fd0-a7a4-48333ef98582;FIG;GUFA;Katourou;Fria;Guinea
64ebb2f8-5e71-41c4-af86-70e71a946d54;FIH;FZAA;N'djili Intl;Kinshasa;Congo, Democratic Republic of the
9426ce7b-47e5-4463-ac55-cefe76e26287;FIZ;YFTZ;Fitzroy Crossing Airport;Fitzroy Crossing;Australia
88a037b4-26b4-4169-9c47-fcfaa9f736a8;FJR;OMFJ;Fujairah Intl;Fujairah;United Arab Emirates
57ca49b0-0b55-4a6c-8935-24f6cc5a598d;FKB;EDSB;Karlsruhe/Baden-Baden;Rheinmuenster;Germany
8fc1edc8-a8a1-461e-88fb-9c789b27d91e;FKI;FZIC;Bangoka Intl;Kisangani;Congo, Democratic Republic of the
71bcf931-fd0a-4a1e-8b3e-427e97725073;FKJ;RJNF;Fukui Airport;Fukui;Japan
8d4e2bc0-e67a-4ef0-bfb1-2132dd3cca42;FKS;RJSF;Fukushima Airport;Fukushima;Japan
2dce1bc2-742d-429d-b891-086982efc85b;FLA;SKFL;Gustavo Artunduaga P;Florencia;Colombia
d56fa258-564f-432a-8f6a-8f7fa92fba6e;FLG;KFLG;Flagstaff Pulliam Airport;Flagstaff, Arizona;USA
02d18572-1c37-4127-b293-ec4a7777f375;FLL;KFLL;Fort Lauderdale-Hollywood Intl Airport;Fort Lauderdale, Florida;USA
564d0bee-ef22-43f8-936a-37b480568858;FLN;SBFL;Herc;Florianopolis;Brazil
d508fe59-e46e-4394-b704-ae4be7909114;FLO;KFLO;Florence Regional Airport;Florence, South Carolina;USA
9583214d-5112-498d-ac4f-3ac65b7b41c3;FLR;LIRQ;A. Vespucci Florence Airport;Florence (Firenze);Italy
7b38e355-b408-44c0-af15-4f1a6066eaf0;FLS;YFLI;Flinders Island Airport;Flinders Island;Australia
4589bbf9-e80b-4e46-99e7-d47ceeba9bc2;FLW;LPFL;Flores Airport;Flores Island;Portugal
938d1ea0-f522-4a0e-84d7-e58210db78b2;FMA;SARF;Formosa Intl Airport;Formosa;Argentina
7be26939-13af-42a5-91be-8971e2b24492;FMI;FZRF;Kalemie;Kalemie;Congo, Democratic Republic of the
bea1a5e1-68b1-44d8-a332-10a389c35c26;FMM;EDJA;Allgau Airport / Memmingen;Memmingen;Germany
5a7649a5-f6b0-45fa-bbc7-798afbfe48bb;FMN;KFMN;Four Corners Regional Airport;Farmington, New Mexico;USA
b1aec1cd-14af-43fb-9503-f6e058fe720a;FMO;EDDG;Munster-Osnabruck;Greven;Germany
928da436-4a83-45f3-be98-64d21c86e986;FNA;GFLL;Lungi;Freetown;Sierra Leone
60f6bfa5-23ff-4a04-807b-70682f88155c;FNB;ETNU;Neubrandenburg (Mil./Civ.);Trollenhagen;Germany
67dbc911-0d11-4c1b-a378-3f53a415e15b;FNC;LPMA;Madeira Airport;Funchal;Portugal
63adb8eb-d0db-488b-a0e2-1cd3a1e54339;FNG;DFEF;Fada N'Gourma;Fada N'Gourma;Burkina Faso
08eba912-1f23-4f77-8f3e-d5f724b74b74;FNH;HAFN;Fincha;Fincha;Ethiopia
ac1593ce-ab5d-4bb0-98c3-51b81ec41b41;FNJ;ZKPY;Sunan;Pyongyang;North Korea
54816055-2f6b-4c39-8542-47cf047ad1a5;FNJ;ZKPY;Sunan;Pyongyang;South Korea
94aa2404-af83-4a02-849c-8bc2a590c9dc;FNT;KFNT;Bishop Intl Airport;Flint, Michigan;USA
45920291-1eae-4c32-9c1a-ac56b78d8a21;FOC;ZSFZ;Fuzhou Chengle Intl Airport;Fuzhou;China - Peoples Republic
f63a2d18-6355-4f2a-9076-82c0b451cf7a;FOE;KFOE;Forbes Field;Topeka, Kansas;USA
d65f3765-6556-4aa2-909a-2ed594c4c22d;FOG;LIBF;Gino Lisa Airport;Foggia;Italy
1a57461d-14c7-49ad-9e26-061f2f17b380;FOM;FKKM;Nkounja;Foumban;Cameroon
feee9e8d-df2d-4ebd-b39f-fc54bc611f59;FON;MRAN;La Fortuna Airport;La Fortuna;Costa Rica
bd8afc20-4e84-4277-bf69-0f229052fa58;FOR;SBFZ;Pinto Martins Intl Airport;Fortaleza;Brazil
fa6ea745-b3eb-4764-b00c-b8d646a18ea6;FOS;YFRT;Forrest Airport;Forrest;Australia
06161b3b-51a1-431b-b216-6f068c5fcf80;FOU;FOGF;Fougamou;Fougamou;Gabon
25070457-28f1-4ef1-b4ca-8eb3e23ac5fe;FPO;MYGF;Grand Bahama Intl Airport (Freeport Intl);Freeport;Bahamas
934130b9-6fdc-404c-85e0-14cec534daed;FRA;EDDF;Frankfurt am Main;Frankfurt;Germany
621b841c-cc11-47f6-97ca-62ef7f6cf9e9;FRB;YFBS;Forbes Airport;Forbes;Australia
b2b80bf2-6a14-425e-ac5c-9ae100b1913b;FRK;FSSF;Fregate;Fregate Island;Seychelles
d5bdc792-f4f5-495a-bc07-7d030f1d2f70;FRL;LIPK;Forli Airport (L. Ridolfi Airport);Forl;Italy
e3dff73e-c244-4bb5-9443-6ed742cc2d84;FRO;ENFL;Floro Airport;Floro;Norway
a2219259-81c6-4086-b834-9acc4da69305;FRS;MGTK;Mundo Maya Intl Airport;Flores;Guatemala
34732d10-9858-437a-a440-451151b970ce;FRU;UAFM;Manas;Bishkek;Kyrgyzstan
d22293c2-93f4-4544-9d2a-7298d337d28a;FRW;FBFT;Francistown;Francistown;Botsuana
ee6c9499-6b80-4e42-8e27-dd58379e28b1;FSC;LFKF;Figari - Sud Corse Airport;Figari;France
385f0733-7f08-4093-9110-cb302772525b;FSD;KFSD;Sioux Falls Regional Airport (Joe Foss Field);Sioux Falls, South Dakota;USA
a8362425-d668-4b6f-8299-e048a5aecfd8;FSM;KFSM;Fort Smith Regional Airport;Fort Smith, Arkansas;USA
1d0290a0-821d-4428-bf17-c0350f1ac43a;FSP;LFVP;St. Pierre Airport;St. Pierre;Saint-Pierre and Miquelon
147f0d70-958b-4e65-a810-6d32189dfcca;FTU;FMSD;Tolagnaro;Tolagnaro;Madagascar
8e0442bc-9bfd-4351-bb48-852f0f2a7226;FTX;FCOO;Owando;Owando;Congo, Republic of
476261b4-6fd4-492a-b951-3da3f42b45a9;FUE;GCFV;Fuerteventura Airport;Fuerteventura;Spain
36c839e2-4845-48bd-a01b-3b4d180c81d6;FUG;ZSFY;Fuyang Airport;Fuyang;China - Peoples Republic
c9beab10-95cb-4a2b-9a35-2fb44195500e;FUJ;RJFE;Goto-Fukue Airport;Nagasaki;Japan
15698e71-f3e3-427d-b43d-0b2c86270697;FUK;RJFF;Fukuoka Airport;Fukuoka;Japan
17ff298e-02b7-4676-90aa-16fd2d85a17b;FUN;NGFU;Funafuti Intl Airport;Funafuti;Tuvalu
11b39c5f-0b6e-4133-9d9f-557e797a1789;FWA;KFWA;Fort Wayne Intl Airport;Fort Wayne, Indiana;USA
a31b324d-f498-48c9-8a73-bf3803eecafb;FXO;FQCB;Cuamba;Cuamba;Mozambique
f60d09e3-eaf9-4300-8c0f-7a593fd8ae93;FYN;ZWFY;Fuyun Airport;Fuyun;China - Peoples Republic
ab5a8988-c546-42a4-bc56-d0e837fa9287;FYT;FTTY;Faya Largeau;Faya Largeau;Chad
24bcc770-8d94-4e50-9377-3f873f45ca7a;FZO;EGTG;Filton Aerodrome;Filton;United Kingdom
b9f9d649-1a44-43c3-9cce-3f2d0a81edfe;GAF;DTTF;Ksar;Gafsa;Tunesia
adab1650-1e55-4ba7-b932-d9714943cf08;GAJ;RJSC;Yamagata Airport;Yamagata;Japan
338a2429-d298-4e84-bbfb-d3d128a0bb93;GAL;PAGA;Edward G. Pitka Sr. Airport;Galena, Alaska;USA
5f914a03-16e7-4250-a905-2a283769f692;GAN;VRMG;Gan;Gan Island;Maldives
5c018f8a-aedc-4dc5-9f91-70ea34f400a8;GAO;MUGT;Mariana Grajales Airport;Guantanamo;Cuba
d057b11b-8b36-4642-a0d2-b040e6192bd9;GAQ;GAGO;Korogoussou;Gao;Mali
d4b40914-6bf4-4f20-9243-0111d0aa25f7;GAS;HKGA;Garissa;Garissa;Kenya
94341361-fc3a-4d4b-ac18-54dbd84de831;GAT;LFNA;Tallard Airport;Gap;France
cce2ff4d-e53e-4e59-92a9-8376f5f106b3;GAU;VEGT;Lokpriya Gopinath Bordoloi Intl Airport (Mil./Civil);Guwahati (Assam);India
6825b8e5-12ce-4265-a5c0-c956eb312cde;GAW;VYGG;Gantgaw;Gantgaw;Myanmar (Burma)
d4c8d742-92b6-4054-9054-5fc22f79049c;GAY;VEGY;Gaya Airport;Gaya (Bihar);India
308b636a-b383-46ab-a124-683f3210a4c4;GBE;FBSK;Sir Seretse Khama Intl;Gaborone;Botsuana
c0c04fd1-88d0-401b-8c2b-5ee2c5d14f3a;GBJ;TFFM;Marie Galante Airport;Grand-Bourg;Guadeloupe - French Antilles
77093f22-2d9e-4923-a5e5-9449a89ed8b2;GBK;GFGK;Gbangbatoke;Gbangbatoke;Sierra Leone
26cb2a1b-ae7a-4f96-a710-5f5b41db9071;GBZ;NZGB;Great Barrier;Great Barrier;New Zealand
dba7a4fb-c07c-41bb-9214-eb6b9ac1b3ee;GCC;KGCC;Gillette-Campbell County Airport;Gillette, Wyoming;USA
8dbf5dd6-9133-4f41-b58b-fa60d7791314;GCI;EGJB;Guernsey Airport;Guernsey;United Kingdom
e1a81950-ddb3-46c0-9d3e-2abb7ba970e0;GCJ;FAGC;Grand Central;Grand Central;South Africa
3b7b98ea-f306-4897-a7c4-f4db1367ad4c;GCM;MWCR;Roberts Intl;Grand Cayman;Cayman Islands
c388b4cf-e0ad-4d6b-894b-c2198aae2ee1;GCN;KGCN;Grand Canyon National Park Airport;Tusayan, Arizona;USA
b3691211-fe23-43d6-89c6-cc0cbd5ac3a3;GDG;UHBI;Magdagachi Airport;Magdagachi;Russia
11321068-040e-4ec4-87de-d2eb3c0259ac;GDJ;FZWC;Gandajika;Gandajika;Congo, Democratic Republic of the
bb7c92bd-a844-4fa4-9477-64d022e17516;GDL;MMGL;Don Miguel Hidalgo y Costilla Intl Airport;Guadalajara;Mexico
060426a1-c205-4d52-b106-5b1da4275130;GDN;EPGD;Gdansk Lech Walesa Airport;Gdansk;Poland
bb247f67-5638-45cd-b99c-fe727df95274;GDO;SVGD;Guasdualito;Guasdualito;Venezuela
d078cb71-27c0-4891-9164-20c483dbc023;GDQ;HAGN;Azezo;Gonder;Ethiopia
14ed99c5-16de-425d-86ee-d162e86ad7d2;GDT;MBGT;Grand Turk Intl;Grand Turk I.;Turks & Caicos
9e25b0dc-625e-4c8f-bd9c-ebfef5732f46;GDX;UHMM;Sokol Airport;Magadan;Russia
6005190e-5d79-4019-9bf5-5dd3eabb7d5e;GEA;NWWM;Magenta;Noumea;New Caledonia (France)
5656ca6f-e8fe-40f5-8ce6-df233ce7341f;GEG;KGEG;Spokane Intl Airport (Geiger Field);Spokane, Washington;USA
fc9cacfc-0c9c-4114-bd47-4de25c2c5ce4;GEO;SYCJ;Cheddi Jagan Intl;Georgetown;Guyana
cb181c93-1c29-4545-bd75-0106201593b1;GER;MUNG;Rafael Cabrera Airport;Nueva Gerona;Cuba
70ce1cb5-8b3e-4ba6-b9ad-cfed271ff25e;GES;RPMR;General Santos Intl Airport (Tambler Airport);General Santos;Philippines
4a93c0f5-b822-4e4c-8487-04cb6a6db476;GET;YGEL;Geraldton Airport;Geraldton;Australia
9ca8dfe9-8b56-44a5-a814-3ac73fcad96c;GEV;ESNG;Gallivare;Gallivare;Sweden
75d7c5a5-506e-494f-96a0-d01735e0acf9;GFF;YGTH;Griffith Airport;Griffith;Australia
3c984d8a-7237-44cb-8d25-6da52fd204f6;GFK;KGFK;Grand Forks Intl Airport;Grand Forks, North Dakota;USA
7c0cb384-0351-457b-97dc-da151479d80c;GFN;YGFN;Grafton Airport;Grafton;Australia
938a196b-e971-46fc-b947-32f807ebb2d3;GFR;LFRF;Granville - Mont Saint Michel Airport;Granville;France
298e4f9d-099b-40d7-aadf-79ed476d54c1;GFY;FYGF;Grootfontein;Grootfontein;Namibia
3ac3ce73-2cc6-4d67-8f9d-05a266ef8ebc;GGG;KGGG;East Texas Regional Airport;Longview, Texas;USA
7eaf5643-8e5d-4eb1-8d66-fa99d1a00eab;GGO;DIGL;Guiglo;Guiglo;Ivory Coast
afce3bfc-42e8-4bcc-bcc0-1103918135ac;GGT;MYEF;Exuma Intl Airport;Great Exuma Island;Bahamas
2630253c-7555-4d5f-ab22-455a440edff9;GHA;DAUG;Ghardaia - Noumerat-Moufdi Zakaria Airport;Ghardaia;Algeria
6116111c-c450-4c3b-bc7c-3c5f6b4e45a6;GHB;MYEM;Governor's Harbour Airport;Governor's Harbour;Bahamas
bfe9c6b4-c36b-4749-8cca-fa96ac29a270;GHC;MYBG;Great Harbour Cay Airport;Great Harbour Cay;Bahamas
ffde985c-2dbc-4072-8cff-c9e8656004eb;GIB;LXGB;Gibraltar;Gibraltar;Gibraltar (UK)
dac3353c-200f-4f9d-af5d-64f059f6799b;GID;HBBE;Gitega;Gitega;Burundi
6c8ab9b0-2332-4cca-98c7-c44a5d36aa54;GIG;SBGL;Galeao - Antonio Carlos Jobim Intl Airport;Rio de Janeiro;Brazil
b689f763-d42b-48a1-8b23-9844d0bf03b5;GII;GUSI;Siguiri;Siguir;Guinea
fa53d49c-f843-4339-a6ce-7a758df2f7ef;GIL;OPGT;Gilgit Airport;Gilgit;Pakistan
a859d8e9-fb3e-4c46-89a8-ffd75f5dc9de;GIR;SKGI;Santiago Vila;Girardot;Colombia
0b896ed3-8f02-44ff-aa0f-60177da6eff3;GIS;NZGS;Gisborne;Gisborne;New Zealand
6a35b8d7-9988-4638-8ae0-a404916ddd30;GIY;FAGI;Giyani;Giyani;South Africa
2ab4d0b0-aec1-4829-838a-395e1a0c232a;GIZ;OEGN;Gizan Regional Airport;Gizan;Saudi Arabia
834d4551-b3b2-49f5-906e-547b1be51afd;GJL;DAAV;Jijel - Ferhat Abbas Airport;Jijel;Algeria
551c393c-373c-41f3-bba9-dca9fd09a672;GJT;KGJT;Walker Field Airport;Grand Junction, Colorado;USA
7ab57bfa-191d-4ec7-9e8a-1c752b1ed598;GKA;AYGA;Goroka;Goroka;Papua New Guinea
482f9298-6eb6-4672-b2b9-d69bae720c46;GKH;VNGK;Gorkha;Gorkha;Nepal
ec8db1ab-bcf4-4168-8d26-59dd02f63cc1;GLA;EGPF;Glasgow Intl Airport;Glasgow;United Kingdom
a7951403-8206-4f87-975a-38c9e7c2138e;GLF;MRGF;Golfito Airport;Golfito;Costa Rica
9d992105-3631-49d0-a8d0-02b8c6664285;GLI;YGLI;Glen Innes Airport;Glen Innes;Australia
98830799-3f37-4716-8d29-0eedda820214;GLK;HCMR;Galcaio;Galcaio;Somalia
9382051c-9d0c-43b7-8ab3-3bbce25079ac;GLL;ENKL;Gol Airport;Gol;Norway
eb354d84-9be7-4cd8-8e3c-c9007df1fab8;GLO;EGBJ;Gloucestershire Airport;Staverton;United Kingdom
ee974f51-b4ef-4ad7-9e04-a2822babbced;GLT;YGLA;Gladstone Airport;Gladstone;Australia
8adc432d-1008-4a59-b31a-eb3440159d61;GMA;FZFK;Gemena;Gemena;Congo, Democratic Republic of the
5a041643-b9e7-47b8-b4b4-de89a77c3691;GMB;HAGM;Gambella;Gambella;Ethiopia
0651b653-c4cf-4f74-828a-2a89f80dd566;GME;UMGG;Gomel;Gomel;Belarus
06d98ca4-028c-43b4-acb8-ce937b9035df;GMN;NZGM;Greymouth;Greymouth;New Zealand
d47c8cc7-63e1-47e6-b32a-2ac5cf517e01;GMZ;GCGM;La Gomera Airport;La Gomera;Spain
ae1becf1-820d-468c-86fb-5d3c04235785;GNA;UMMG;Grodno;Grodno;Belarus
7da15a98-1a75-4db9-b2b6-78ee8fdb8aee;GNB;LFLS;Grenoble - Isere Airport;Grenoble;France
453aa934-40b8-4456-8e10-f1b9e6a0c601;GND;TGPY;Point Salines Intl Airport;St. George's, Grenada;Grenada
6624f61d-c57d-4b14-abaf-540b9fd70d30;GNN;HAGH;Ghinnir;Ghinnir;Ethiopia
f2eed4f6-711d-4a1b-8a81-3f4cc492d416;GNV;KGNV;Gainesville Regional Airport;Gainesville, Florida;USA
acf2b055-11e2-42b6-856d-9cc5decb8ec0;GNZ;FBGZ;Ghanzi;Ghanzi;Botsuana
f20c9930-a540-476b-9df3-9fda05dd9448;GOA;LIMJ;Genoa Cristoforo Colombo Airport;Genoa (Genova);Italy
110177c7-1c6a-406d-a405-bf45bdfe8952;GOB;HAGB;Robe;Goba;Ethiopia
22f00953-769c-4602-8fde-22e666a0ed00;GOH;BGGH;Nuuk Airport;Nuuk (Godthab);Greenland (Denmark)
71f5bfb4-69d0-4e67-b867-7f8925e73445;GOI;VAGO;Dabolim Airport (Goa Airport) (Mil./Civil);Dabolim (Goa);India
6a4b1fac-0631-45fc-bb47-fe0e419369e1;GOJ;UWGG;Strigino Airport (Gorkij Airport);Nizhny Novgorod;Russia
ef36de82-6b20-414b-83b2-62f5c4e1292f;GOM;FZNA;Goma Intl;Goma;Congo, Democratic Republic of the
2676677c-e24b-424a-937e-6f11ed80c6cc;GOP;VEGK;Gorakhpur Airport (Mil./Civil);Gorakhpur (Uttar Pradesh);India
86eabf69-8e19-499c-97e8-260a887b4541;GOQ;ZLGM;Golmud Airport;Golmud;China - Peoples Republic
b4643a0d-b288-4d84-9d27-ae2edc7f970f;GOR;HAGR;Gore;Gore;Ethiopia
c8a44686-e93e-4e68-b5be-20a482dc8235;GOT;ESGG;Landvetter;Goteborg;Sweden
a72941d7-5132-4b23-8033-5a830ded2182;GOU;FKKR;Garoua;Garoua;Cameroon
e41ab343-1386-4e60-b580-21ef18f43b06;GOV;YPGV;Gove Airport;Nhulunbuy;Australia
5195954c-1abf-4add-97bb-bda5870efdf8;GOY;VCCG;Amparai;Gal Oya;Sri Lanka
ab7beecf-332d-4435-b2b7-0878133bf682;GOZ;LBGO;Gorna Oryahovitsa Airport;Gorna Oryahovitsa;Bulgaria
b2221bf9-ce3b-41f6-8984-81f0a3e10250;GPA;LGRX;Araxos National Airport;Araxos;Greece
2cd475c3-96b6-45bf-8591-266e61c8eb3c;GPI;SKGP;Guapi;Guapi;Colombia
3a7a325e-c3c9-48ee-a1d1-58f1ad56710b;GPI;KGPI;Glacier Park Intl Airport;Kalispell, Montana;USA
d97129eb-fc7a-4646-a441-2ea2b8298e2f;GPL;MRGP;Guapiles Airport;Guapiles;Costa Rica
e40dc83d-633a-4b48-a9e9-7201f03c0064;GPN;YGPT;Garden Point Airport;Melville Island;Australia
2968d2c2-e5e1-4be6-af66-bd53fe68a139;GPO;SAZG;General Pico Airport;General Pico;Argentina
